EntrezGeneID	Annotation	GOterms
SymbC1.scaffold746.3.m1	OTU domain-containing	
SymbC1.scaffold746.5.m1	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform isoform X1	GO:0048015|GO:0046854|GO:0016301
SymbC1.scaffold746.6.m1	Splicing factor U2af large subunit A	
SymbC1.scaffold7460.1.m1	hypothetical protein AK812_SmicGene24678	
SymbC1.scaffold7461.2.m1	tRNA wybutosine-synthesizing 5	GO:0016706|GO:0031591|GO:0000049
SymbC1.scaffold7462.1.m1	hypothetical protein AK812_SmicGene14297	
SymbC1.scaffold7462.2.m1	palmitoyltransferase ZDHHC14	GO:0046872
SymbC1.scaffold7462.3.m1	Centrosomal of 120 kDa	
SymbC1.scaffold7462.4.m1	MFS transporter	GO:0055085|GO:0016021
SymbC1.scaffold7462.5.m1	NA	
SymbC1.scaffold7463.4.m1	NA	
SymbC1.scaffold7464.1.m1	family methyltransferase	
SymbC1.scaffold7464.2.m1	NA	
SymbC1.scaffold7466.2.m1	hypothetical protein AK812_SmicGene4282	
SymbC1.scaffold7467.1.m1	Elongation factor G- chloroplastic	
SymbC1.scaffold7467.2.m1	fad dependent oxidoreductase precursor	GO:0003676
SymbC1.scaffold7467.3.m1	ATP-dependent RNA helicase DB10 isoform X2	GO:0003676|GO:0005524
SymbC1.scaffold7468.1.m1	CMGC MAPK ERK7 kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7468.2.m1	major facilitator subfamily	GO:0003951|GO:0055085|GO:0016021
SymbC1.scaffold7468.3.m1	Major facilitator superfamily domain-containing 6	
SymbC1.scaffold747.1.m1	NA	
SymbC1.scaffold747.2.m1	hypothetical protein AK812_SmicGene22444	
SymbC1.scaffold747.4.m1	transketolase	GO:0003824
SymbC1.scaffold747.5.m1	hypothetical protein AK812_SmicGene16255	
SymbC1.scaffold7470.3.m1	Cell wall alpha-1,3-glucan synthase mok12	GO:0005978|GO:0004373
SymbC1.scaffold7470.4.m1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	
SymbC1.scaffold7471.1.m1	hypothetical protein AK812_SmicGene22784	
SymbC1.scaffold7472.2.m1	NA	
SymbC1.scaffold7473.1.m1	Sodium channel 60E	
SymbC1.scaffold7473.2.m1	hypothetical protein AK812_SmicGene11526	
SymbC1.scaffold7475.3.m1	Proline betaine transporter	GO:0055085|GO:0016021
SymbC1.scaffold7475.4.m1	Kinesin KIF3B	GO:0009523|GO:0016021|GO:0030145|GO:0015979
SymbC1.scaffold7475.5.m1	P-type Ca(2+)-ATPase	GO:0000166|GO:0016021
SymbC1.scaffold7476.1.m1	Calcium-dependent kinase 2	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7476.2.m1	hypothetical protein AK812_SmicGene25420	
SymbC1.scaffold7476.3.m1	hypothetical protein AK812_SmicGene14091	
SymbC1.scaffold7478.1.m1	LINE-1 retrotransposable element ORF2	GO:0003676|GO:0004523|GO:0008168
SymbC1.scaffold7478.2.m1	NA	GO:0005515
SymbC1.scaffold7479.1.m1	hypothetical protein AK812_SmicGene30280	
SymbC1.scaffold7480.1.m1	Transposon Ty2-C Gag-Pol poly	GO:0003676|GO:0008270
SymbC1.scaffold7480.2.m1	chloroplast ATP synthase	GO:0015078|GO:0015991|GO:0045263|GO:0015986
SymbC1.scaffold7480.3.m1	Voltage-dependent T-type calcium channel subunit alpha-1G	GO:0005216|GO:0006811|GO:0055085|GO:0005509|GO:0016020
SymbC1.scaffold7482.2.m1	Autophagy-related 3	
SymbC1.scaffold7483.1.m1	NA	
SymbC1.scaffold7484.1.m1	Monoglyceride lipase	GO:0005509
SymbC1.scaffold7484.3.m1	Phosphoribosyl-ATP pyrophosphatase	
SymbC1.scaffold7485.2.m1	quercetin 2,3-dioxygenase	
SymbC1.scaffold7488.1.m1	peptidase C1A family	GO:0006508|GO:0008234
SymbC1.scaffold7489.1.m1	hypothetical protein AK812_SmicGene26738	
SymbC1.scaffold7489.3.m1	ring finger	
SymbC1.scaffold7489.4.m1	hypothetical protein AK812_SmicGene26738	
SymbC1.scaffold749.1.m1	NA	
SymbC1.scaffold749.2.m1	NA	
SymbC1.scaffold7490.4.m1	Transposon Ty1-NL2 Gag-Pol poly	
SymbC1.scaffold7491.1.m1	NA	
SymbC1.scaffold7492.1.m1	RNA-directed DNA polymerase from mobile element jockey	
SymbC1.scaffold7493.1.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	GO:0016020|GO:0009765
SymbC1.scaffold7494.1.m1	Cytochrome c-550	
SymbC1.scaffold7495.1.m1	glucosylceramidase	GO:0004348|GO:0006665
SymbC1.scaffold7496.1.m1	Pentatricopeptide repeat-containing chloroplastic	
SymbC1.scaffold7498.1.m1	NA	
SymbC1.scaffold75.10.m1	glutathione S-transferase	GO:0005515
SymbC1.scaffold75.11.m1	hypothetical protein AK812_SmicGene489	
SymbC1.scaffold75.13.m1	Peroxisome biogenesis factor 2	
SymbC1.scaffold75.14.m1	Serine threonine- kinase nrc-2	
SymbC1.scaffold75.16.m1	RING finger 150	
SymbC1.scaffold75.3.m1	-like subfamily B member 6-B	
SymbC1.scaffold75.5.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	GO:0016020|GO:0009765
SymbC1.scaffold75.6.m1	E3 ubiquitin- ligase HACE1	GO:0005515
SymbC1.scaffold75.7.m1	serine threonine phosphatase	GO:0016787
SymbC1.scaffold75.9.m1	Myosin light chain kinase A	
SymbC1.scaffold750.1.m1	Ankyrin repeat domain-containing 17	
SymbC1.scaffold750.2.m1	Retrovirus-related Pol poly from transposon TNT 1-94	
SymbC1.scaffold750.4.m1	NA	
SymbC1.scaffold7501.1.m1	transcriptional regulator	
SymbC1.scaffold7501.2.m1	linear amide C-N hydrolase	
SymbC1.scaffold7503.1.m1	hypothetical protein AK812_SmicGene27371	
SymbC1.scaffold7503.2.m1	Ultraviolet-B receptor UVR8	GO:0005515|GO:0003824
SymbC1.scaffold7504.1.m1	NA	GO:0005515
SymbC1.scaffold7504.3.m1	Alpha-galactosidase C	
SymbC1.scaffold7504.4.m1	P-loop containing nucleoside triphosphate hydrolase	
SymbC1.scaffold7506.3.m1	hypothetical protein AK812_SmicGene39272	
SymbC1.scaffold7507.1.m1	Ammonium transporter 2	GO:0006814|GO:0055085|GO:0016020|GO:0005215
SymbC1.scaffold7509.1.m1	Cathepsin E	GO:0004190|GO:0006508
SymbC1.scaffold7509.2.m1	NA	GO:0004190|GO:0006508
SymbC1.scaffold7509.3.m1	NA	GO:0003676
SymbC1.scaffold7509.4.m1	NA	
SymbC1.scaffold7509.5.m1	Coiled-coil domain-containing 65	
SymbC1.scaffold7509.6.m1	unknown	
SymbC1.scaffold7509.7.m1	hypothetical protein AK812_SmicGene29330	
SymbC1.scaffold751.1.m1	mannosyltransferase KTR3	GO:0005515
SymbC1.scaffold751.2.m1	Kinesin-related 1	
SymbC1.scaffold751.3.m1	Sodium channel type 11 subunit alpha	GO:0005216|GO:0006811|GO:0055085|GO:0005509|GO:0016020
SymbC1.scaffold751.4.m1	alkane 1-monooxygenase	GO:0006629|GO:0008168
SymbC1.scaffold751.5.m1	NA	
SymbC1.scaffold751.6.m1	Retrovirus-related Pol poly from transposon TNT 1-94	
SymbC1.scaffold7510.1.m1	TBC domain-containing	
SymbC1.scaffold7511.1.m1	SNF1-related kinase catalytic subunit alpha KIN10	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7511.2.m1	histone lysine SET	GO:0005515
SymbC1.scaffold7511.3.m1	SNF1-related kinase catalytic subunit alpha KIN10	
SymbC1.scaffold7512.1.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	
SymbC1.scaffold7513.1.m1	alpha beta hydrolase family	
SymbC1.scaffold7514.1.m1	kynurenine---oxoglutarate transaminase cysteine-S-conjugate beta-lyase glutamine---phenylpyruvate transaminase	GO:0030170|GO:0006163|GO:0004385|GO:0009058
SymbC1.scaffold7514.2.m1	NA	
SymbC1.scaffold7514.3.m1	c transferase	
SymbC1.scaffold7515.1.m1	Chromatin remodeling factor mit1	
SymbC1.scaffold7515.2.m1	Leucyl aminopeptidase	GO:0005737|GO:0006508|GO:0008235|GO:0004177|GO:0030145
SymbC1.scaffold7515.3.m1	Repressor of RNA polymerase III transcription	GO:0016480
SymbC1.scaffold7515.4.m1	MEI2-like 3	GO:0003676
SymbC1.scaffold7515.5.m1	hypothetical protein AK812_SmicGene34505, partial	
SymbC1.scaffold7516.2.m1	NA	
SymbC1.scaffold7516.3.m1	NA	
SymbC1.scaffold7517.1.m1	NA	
SymbC1.scaffold7518.2.m1	HAD-IIB family hydrolase	GO:0005975|GO:0003824
SymbC1.scaffold7518.3.m1	MULTISPECIES: DUF4105 domain-containing	GO:0016491
SymbC1.scaffold7518.4.m1	NAD(+) synthase	GO:0003952|GO:0005524|GO:0009435
SymbC1.scaffold7518.6.m1	MULTISPECIES: DNA-directed RNA polymerase subunit beta	GO:0016887|GO:0005524|GO:0055085
SymbC1.scaffold7518.7.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold7518.8.m1	glycosyltransferase family 39	GO:0000160
SymbC1.scaffold7518.9.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold7519.1.m1	NA	
SymbC1.scaffold7519.2.m1	GTP cyclohydrolase URC1	
SymbC1.scaffold7519.3.m1	Sodium channel 60E	
SymbC1.scaffold752.10.m1	Acyl- thioesterase 1	GO:0003677
SymbC1.scaffold752.2.m1	Sodium channel 60E	
SymbC1.scaffold752.3.m1	calcium homeostasis endoplasmic reticulum isoform X1	GO:0003723|GO:0006396|GO:0006874
SymbC1.scaffold752.5.m1	Voltage-dependent calcium channel type A subunit alpha-1	GO:0005509
SymbC1.scaffold752.6.m1	homogentisate phytyltransferase chloroplastic	GO:0016021|GO:0016765
SymbC1.scaffold752.7.m1	NA	
SymbC1.scaffold752.8.m1	Transmembrane and TPR repeat-containing 4	
SymbC1.scaffold752.9.m1	Casein kinase II subunit beta	
SymbC1.scaffold7520.1.m1	xylose isomerase-like	GO:0005975|GO:0009045
SymbC1.scaffold7521.2.m1	DNA mismatch repair Mlh3	
SymbC1.scaffold7521.3.m1	CUGBP Elav-like family member 4	
SymbC1.scaffold7523.1.m1	#NAME?	GO:0006481|GO:0016021|GO:0005783|GO:0004671
SymbC1.scaffold7524.1.m1	26S protease regulatory	GO:0005216|GO:0005524|GO:0006811|GO:0055085|GO:0005737|GO:0030163|GO:0016020|GO:0036402
SymbC1.scaffold7525.1.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold7525.2.m1	NA	
SymbC1.scaffold7526.3.m1	hypothetical protein AK812_SmicGene23545	
SymbC1.scaffold7526.4.m1	60S ribosomal	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold7526.6.m1	Cna B-type domain	GO:0005515|GO:0006508|GO:0004252
SymbC1.scaffold7527.1.m1	NA	
SymbC1.scaffold7527.2.m1	NA	
SymbC1.scaffold7527.3.m1	Choloylglycine hydrolase	
SymbC1.scaffold7528.2.m1	NA	
SymbC1.scaffold7529.1.m1	30S ribosomal S6	
SymbC1.scaffold7529.2.m1	NA	
SymbC1.scaffold753.1.m1	Calcium-binding 1	GO:0005509
SymbC1.scaffold753.10.m1	plastidal glycolate glycerate chloroplastic	
SymbC1.scaffold753.11.m1	FAD-dependent oxidoreductase domain-containing 1	
SymbC1.scaffold753.12.m1	FAD-binding oxidoreductase	GO:0016491|GO:0055114
SymbC1.scaffold753.13.m1	taurine catabolism family	GO:0016491|GO:0055114
SymbC1.scaffold753.14.m1	hypothetical protein AK812_SmicGene21724	
SymbC1.scaffold753.2.m1	beta-tubulin	GO:0005525|GO:0003924|GO:0005200|GO:0005874|GO:0007017
SymbC1.scaffold753.3.m1	Bile acid:sodium symporter	GO:0016020
SymbC1.scaffold753.5.m1	hypothetical protein AK812_SmicGene45517, partial	
SymbC1.scaffold753.7.m1	S-adenosylmethionine uptake transporter	
SymbC1.scaffold753.8.m1	NA	
SymbC1.scaffold753.9.m1	S-adenosylmethionine uptake transporter	
SymbC1.scaffold7530.1.m1	Adenylate cyclase 1	
SymbC1.scaffold7531.1.m1	hypothetical protein AK812_SmicGene21514	
SymbC1.scaffold7531.2.m1	hypothetical protein AK812_SmicGene21514	
SymbC1.scaffold7532.1.m1	NA	
SymbC1.scaffold7532.2.m1	NA	
SymbC1.scaffold7532.3.m1	Phospholipase carboxylesterase	GO:0016787
SymbC1.scaffold7533.1.m1	uncharacterized protein LOC112349276	GO:0005515
SymbC1.scaffold7533.2.m1	NADP-dependent oxidoreductase	GO:0016491|GO:0055114
SymbC1.scaffold7533.3.m1	NA	GO:0005515
SymbC1.scaffold7534.3.m1	NA	
SymbC1.scaffold7536.1.m1	hypothetical protein AK812_SmicGene31349	
SymbC1.scaffold7538.1.m1	NA	GO:0005525
SymbC1.scaffold7538.2.m1	Zinc finger CCCH domain-containing 59	
SymbC1.scaffold7539.1.m1	Polyadenylate-binding 1	GO:0003676
SymbC1.scaffold7539.2.m1	Hormonally up-regulated neu tumor-associated kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold754.1.m1	Potassium voltage-gated channel subfamily H member 6	GO:0006813|GO:0005249|GO:0055085|GO:0016020
SymbC1.scaffold754.2.m1	hypothetical protein AK812_SmicGene18634	
SymbC1.scaffold754.3.m1	NA	
SymbC1.scaffold754.4.m1	NA	
SymbC1.scaffold754.5.m1	Voltage-dependent T-type calcium channel subunit alpha-1I	GO:0005216|GO:0006811|GO:0055085|GO:0005509|GO:0016020
SymbC1.scaffold754.6.m1	NA	
SymbC1.scaffold754.7.m1	Voltage-dependent T-type calcium channel subunit alpha-1I	
SymbC1.scaffold7540.1.m1	NA	GO:0005515
SymbC1.scaffold7541.1.m1	NA	GO:0005515
SymbC1.scaffold7541.2.m1	Mannitol 2-dehydrogenase	
SymbC1.scaffold7542.3.m1	NA	
SymbC1.scaffold7544.1.m1	NA	
SymbC1.scaffold7544.2.m1	NA	
SymbC1.scaffold7545.1.m1	NA	
SymbC1.scaffold7545.2.m1	NA	
SymbC1.scaffold7546.1.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	
SymbC1.scaffold7547.1.m1	Isopentenyl-diphosphate Delta-isomerase I	
SymbC1.scaffold7547.3.m1	ATP-dependent RNA helicase ded1	GO:0003676|GO:0005524
SymbC1.scaffold7548.1.m1	NA	GO:0003676
SymbC1.scaffold7548.2.m1	NA	
SymbC1.scaffold7548.3.m1	60S ribosomal L18	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold7549.1.m1	hypothetical protein AK812_SmicGene23117	
SymbC1.scaffold7549.2.m1	NA	
SymbC1.scaffold755.1.m1	Lon protease	
SymbC1.scaffold755.3.m1	NA	
SymbC1.scaffold755.5.m1	Influenza virus NS1A-binding -like A	GO:0005515
SymbC1.scaffold755.6.m1	hypothetical protein AK812_SmicGene36404	
SymbC1.scaffold7550.1.m1	PDZ domain	
SymbC1.scaffold7551.1.m1	Lupus La	
SymbC1.scaffold7551.2.m1	Calcium-dependent kinase 2	
SymbC1.scaffold7551.3.m1	hypothetical protein AK812_SmicGene40283	
SymbC1.scaffold7553.2.m1	ATP-dependent DNA helicase pfh1	GO:0006281|GO:0003678|GO:0000723
SymbC1.scaffold7554.2.m1	Potassium voltage-gated channel subfamily B member 2	
SymbC1.scaffold7556.1.m1	NA	
SymbC1.scaffold7556.2.m1	Capsular polysaccharide synthesis	
SymbC1.scaffold7556.3.m1	hypothetical protein AK812_SmicGene11678	
SymbC1.scaffold7558.1.m1	Spindle assembly checkpoint	GO:0005524|GO:0004672|GO:0006468|GO:0016787
SymbC1.scaffold756.1.m1	Retrovirus-related Pol poly from transposon TNT 1-94	GO:0003676|GO:0008270|GO:0015074
SymbC1.scaffold756.2.m1	hypothetical protein AK812_SmicGene16628	GO:0003676|GO:0015074
SymbC1.scaffold756.3.m1	Alpha- kinase vwkA	
SymbC1.scaffold756.4.m1	Major facilitator superfamily domain-containing 2A-B	GO:0005515
SymbC1.scaffold756.5.m1	NA	
SymbC1.scaffold7560.1.m1	Ankyrin repeat domain-containing 17	GO:0005515
SymbC1.scaffold7560.2.m1	NA	
SymbC1.scaffold7560.3.m1	P-loop containing Nucleoside Triphosphate Hydrolases domain	GO:0005515
SymbC1.scaffold7561.1.m1	hypothetical protein AK812_SmicGene530	
SymbC1.scaffold7561.2.m1	DNA-(apurinic or apyrimidinic site) lyase	GO:0006281|GO:0004518
SymbC1.scaffold7565.1.m1	histidine phosphatase family	
SymbC1.scaffold7566.1.m1	Sodium channel 60E	
SymbC1.scaffold7569.1.m1	C-type lectin domain family 4 member E	GO:0003677|GO:0008270|GO:0006310|GO:0015074
SymbC1.scaffold757.1.m1	type A von Willebrand factor domain-containing	GO:0016887|GO:0005524
SymbC1.scaffold757.10.m1	hexose phosphate transport	GO:0005515
SymbC1.scaffold757.11.m1	hypothetical protein AK812_SmicGene20741	GO:0031177
SymbC1.scaffold757.2.m1	Midasin	
SymbC1.scaffold757.3.m1	TVP38 TMEM64 family	
SymbC1.scaffold757.4.m1	serine hydroxymethyltransferase	GO:0030170|GO:0005515|GO:0019264|GO:0004372|GO:0035999
SymbC1.scaffold757.5.m1	Protein FAM227B	
SymbC1.scaffold757.6.m1	Dpy-30 motif	GO:0005515
SymbC1.scaffold757.7.m1	DNA (cytosine-5)-methyltransferase 3B	GO:0006306|GO:0010468|GO:0009008
SymbC1.scaffold757.8.m1	Zinc finger CCCH domain-containing 59	GO:0005739|GO:0034553
SymbC1.scaffold757.9.m1	Zinc finger CCCH domain-containing 59	GO:0005515
SymbC1.scaffold7571.1.m1	Heme oxygenase 1	
SymbC1.scaffold7573.1.m1	Acetyl- carboxylase 1	
SymbC1.scaffold7573.2.m1	NA	
SymbC1.scaffold7573.3.m1	Acetyl- carboxylase 1	
SymbC1.scaffold7573.4.m1	acetyl- carboxylase	GO:0016874
SymbC1.scaffold7574.1.m1	adenosine 3 -phospho 5 -phosphosulfate transporter 1	GO:0055085
SymbC1.scaffold7575.2.m1	NA	
SymbC1.scaffold7575.3.m1	phenylalanine--tRNA ligase alpha subunit	
SymbC1.scaffold7575.5.m1	Ankyrin repeat domain-containing 50	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold7576.1.m1	hypothetical protein AK812_SmicGene32648	
SymbC1.scaffold7577.1.m1	vacuolar atp synthase subunit	GO:0015991|GO:0046961|GO:0033178
SymbC1.scaffold7578.1.m1	Autophagy-related 18a	
SymbC1.scaffold7578.3.m1	NA	
SymbC1.scaffold7579.1.m1	Glyceraldehyde-3-phosphate dehydrogenase	
SymbC1.scaffold758.1.m1	tRNA 2 -phosphotransferase 1-like isoform X1	GO:0006388|GO:0016772
SymbC1.scaffold758.3.m1	hypothetical protein AK812_SmicGene19502	
SymbC1.scaffold758.4.m1	potassium sodium hyperpolarization-activated cyclic nucleotide-gated channel 3-like isoform X2	
SymbC1.scaffold758.5.m1	dimethyladenosine transferase	GO:0071949|GO:0000062|GO:0016491|GO:0008609|GO:0008610|GO:0055114
SymbC1.scaffold7583.1.m1	Sodium calcium exchanger 1	GO:0005524|GO:0016021
SymbC1.scaffold7583.2.m1	LINE-1 retrotransposable element ORF2	GO:0008168
SymbC1.scaffold7583.3.m1	Sodium calcium exchanger 1	
SymbC1.scaffold7583.4.m1	NA	
SymbC1.scaffold7584.1.m1	hypothetical protein AK812_SmicGene25636	
SymbC1.scaffold7584.2.m1	Eukaryotic translation initiation factor isoform 4G-2	
SymbC1.scaffold7584.3.m1	NA	GO:0016021|GO:0004252
SymbC1.scaffold7584.4.m1	DUF429 domain-containing	
SymbC1.scaffold7585.2.m1	hypothetical protein AK812_SmicGene35623	
SymbC1.scaffold7585.3.m1	2OG-Fe(II) oxygenase	GO:0016491|GO:0055114
SymbC1.scaffold7585.4.m1	Gibberellin 20 oxidase 1	
SymbC1.scaffold7585.5.m1	Gibberellin 20 oxidase 1	
SymbC1.scaffold7586.1.m1	DNA repair helicase	GO:0005634|GO:0003677|GO:0005524|GO:0006289|GO:0004003
SymbC1.scaffold7589.1.m1	Ankyrin repeat domain-containing 50	
SymbC1.scaffold7589.2.m1	dynein-1-alpha heavy flagellar inner arm I1	GO:0003777|GO:0005515|GO:0007018
SymbC1.scaffold7589.3.m1	dynein heavy chain family	GO:0003777|GO:0007018
SymbC1.scaffold7589.4.m1	hypothetical protein AK812_SmicGene22931	
SymbC1.scaffold759.1.m1	Peptidyl-prolyl cis-trans isomerase E	GO:0003723
SymbC1.scaffold759.2.m1	Gastricsin	
SymbC1.scaffold759.3.m1	elongation factor 2 family	GO:0005525|GO:0003924
SymbC1.scaffold7590.1.m1	hypothetical protein AK812_SmicGene14169	
SymbC1.scaffold7591.1.m1	Pentatricopeptide repeat-containing mitochondrial	GO:0005524|GO:0008168
SymbC1.scaffold7591.2.m1	LINE-1 retrotransposable element ORF2	GO:0003676|GO:0004523|GO:0008168
SymbC1.scaffold7591.3.m1	AAA domain containing	
SymbC1.scaffold7594.1.m1	Glyoxylate reductase	
SymbC1.scaffold7594.2.m1	egl nine 1	GO:0016491|GO:0055114
SymbC1.scaffold7595.1.m1	NA	GO:0018024
SymbC1.scaffold7596.1.m1	ATP-dependent RNA helicase	GO:0003676|GO:0005524
SymbC1.scaffold7599.1.m1	Rhodanese-like domain-containing 6	
SymbC1.scaffold7599.2.m1	sterol desaturase family	GO:0005506|GO:0016491|GO:0008610|GO:0055114
SymbC1.scaffold76.7.m1	hypothetical protein AK812_SmicGene15091	
SymbC1.scaffold76.9.m1	NA	
SymbC1.scaffold760.2.m1	hypothetical protein SDRG_15191	GO:0046872|GO:0006629
SymbC1.scaffold760.3.m1	pre-mRNA processing splicing factor PRP8	GO:0017070|GO:0030623|GO:0005681|GO:0000398
SymbC1.scaffold7600.1.m1	31 kda chloroplastic	GO:0003676
SymbC1.scaffold7601.1.m1	hypothetical protein AK812_SmicGene678	
SymbC1.scaffold7603.1.m1	-like subfamily C member 7-like	
SymbC1.scaffold7603.2.m1	NA	
SymbC1.scaffold7605.1.m1	NA	
SymbC1.scaffold7606.1.m1	methyl-accepting chemotaxis	GO:0004965|GO:0007186|GO:0016021
SymbC1.scaffold7607.1.m1	PAX-interacting 1	
SymbC1.scaffold7607.2.m1	probable 2-carboxy-D-arabinitol-1-phosphatase	
SymbC1.scaffold7607.3.m1	serine threonine- kinase Nek6-like isoform X1	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7607.4.m1	ER lumen -retaining receptor	GO:0016021|GO:0046923|GO:0006621
SymbC1.scaffold7607.5.m1	ubiquitin-activating enzyme E1 family	GO:0006464|GO:0008641
SymbC1.scaffold7608.1.m1	Kinesin KIF1A	
SymbC1.scaffold7609.1.m1	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	
SymbC1.scaffold7609.3.m1	Alpha-amylase 4N	
SymbC1.scaffold761.1.m1	Ultraviolet-B receptor UVR8	
SymbC1.scaffold761.11.m1	phosphatase 2C 41	
SymbC1.scaffold761.2.m1	Ras-related Rab-14	GO:0016787
SymbC1.scaffold761.3.m1	hypothetical protein FisN_39Hh018	
SymbC1.scaffold761.4.m1	3-methyl-2-oxobutanoate dehydrogenase [lipoamide] mitochondrial	GO:0004672
SymbC1.scaffold761.9.m1	DUF4202 domain-containing	
SymbC1.scaffold7610.1.m1	zeaxanthin epoxidase	GO:0071949
SymbC1.scaffold7610.2.m1	cytochrome c oxidase subunit	GO:0004129|GO:0005507|GO:0016020
SymbC1.scaffold7610.3.m1	Transmembrane 145	
SymbC1.scaffold7610.4.m1	Transmembrane 145	
SymbC1.scaffold7611.1.m1	NA	
SymbC1.scaffold7611.3.m1	hypothetical protein AK812_SmicGene11399	
SymbC1.scaffold7612.1.m1	hypothetical protein AK812_SmicGene7416	
SymbC1.scaffold7612.2.m1	Formin 3	
SymbC1.scaffold7613.1.m1	NA	
SymbC1.scaffold7614.2.m1	hypothetical protein AK812_SmicGene42493	
SymbC1.scaffold7615.1.m1	probable aldo-keto reductase 1	GO:0016491|GO:0055114
SymbC1.scaffold7616.1.m1	NA	
SymbC1.scaffold7616.2.m1	Tubulin monoglycylase TTLL3	
SymbC1.scaffold7616.3.m1	Tubulin monoglycylase TTLL3	
SymbC1.scaffold7618.1.m1	Malonyl- -acyl carrier mitochondrial	GO:0005515
SymbC1.scaffold762.1.m1	NA	
SymbC1.scaffold762.2.m1	NA	
SymbC1.scaffold7620.1.m1	Polycystic kidney disease 2-like 1	
SymbC1.scaffold7621.2.m1	NA	
SymbC1.scaffold7622.1.m1	Egl nine-like 1	
SymbC1.scaffold7627.1.m1	hypothetical protein AK812_SmicGene7853	
SymbC1.scaffold7628.1.m1	60S ribosomal L12	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold7629.2.m1	hypothetical protein AK812_SmicGene41554	
SymbC1.scaffold763.1.m1	eukaryotic initiation factor- subunit 5	GO:0003743|GO:0005515|GO:0005852
SymbC1.scaffold763.3.m1	hypothetical protein H257_01835	
SymbC1.scaffold763.4.m1	histone lysine demethylase NO66	
SymbC1.scaffold763.5.m1	histone arginine	
SymbC1.scaffold763.7.m1	tRNA (adenine(37)-N6)-methyltransferase	
SymbC1.scaffold7630.1.m1	NA	GO:0005515
SymbC1.scaffold7631.1.m1	phosphorylase b kinase gamma catalytic skeletal muscle heart isoform	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold7632.2.m1	Pentatricopeptide repeat-containing chloroplastic	GO:0005515
SymbC1.scaffold7632.3.m1	NA	
SymbC1.scaffold7633.1.m1	lysine methyltransferase SET5	
SymbC1.scaffold7633.2.m1	lysine methyltransferase SET5	
SymbC1.scaffold7633.3.m1	Gag-Pro-Pol poly	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold7634.1.m1	Superoxide dismutase	GO:0006801|GO:0046872|GO:0055114|GO:0004784
SymbC1.scaffold7635.1.m1	NA	
SymbC1.scaffold7636.1.m1	Eukaryotic translation initiation factor isoform 4G-2	GO:0008168
SymbC1.scaffold7637.1.m1	NA	
SymbC1.scaffold7639.1.m1	NA	
SymbC1.scaffold764.2.m1	Sodium channel type 11 subunit alpha	GO:0005216|GO:0006811|GO:0055085|GO:0005509|GO:0016020
SymbC1.scaffold764.3.m1	aspartate-semialdehyde dehydrogenase	GO:0009086|GO:0009097|GO:0050661|GO:0051287|GO:0009089|GO:0009088|GO:0004073|GO:0046983|GO:0055114
SymbC1.scaffold7640.3.m1	#NAME?	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold7641.1.m1	hypothetical protein AK812_SmicGene25067	
SymbC1.scaffold7641.2.m1	Pumilio-like 3	GO:0003676
SymbC1.scaffold7642.1.m1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	GO:0003755
SymbC1.scaffold7643.1.m1	NA	
SymbC1.scaffold7644.2.m1	Threonine--tRNA cytoplasmic	
SymbC1.scaffold7646.1.m1	Multidrug resistance 1	
SymbC1.scaffold7646.3.m1	sugar porter family MFS transporter	GO:0055085|GO:0022857|GO:0016021
SymbC1.scaffold7646.5.m1	NA	
SymbC1.scaffold7647.1.m1	hypothetical protein AK812_SmicGene31418	
SymbC1.scaffold7649.1.m1	family methyltransferase	
SymbC1.scaffold7649.2.m1	Vacuolar amino acid transporter 3	
SymbC1.scaffold765.1.m1	Copia	GO:0003676|GO:0008270|GO:0015074
SymbC1.scaffold765.2.m1	hypothetical protein AK812_SmicGene36735	
SymbC1.scaffold765.3.m1	Craniofacial development 2	GO:0003676|GO:0004523
SymbC1.scaffold765.4.m1	hypothetical protein AK812_SmicGene13804	
SymbC1.scaffold765.5.m1	hypothetical protein AK812_SmicGene13803	
