EntrezGeneID	Annotation
aten_0.1.m1.35986.m1	---NA---
aten_0.1.m1.35987.m1	Sentrin-specific protease 2
aten_0.1.m1.35989.m1	uncharacterized transposon-derived
aten_0.1.m1.35990.m1	uncharacterized transposon-derived
aten_0.1.m1.35991.m1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein F54H12.2-like
aten_0.1.m1.35992.m1	E3 ubiquitin- ligase pub2
aten_0.1.m1.35993.m1	transient receptor potential cation channel subfamily M member 6-like
aten_0.1.m1.35994.m1	RNA-directed DNA polymerase from transposon X-element
aten_0.1.m1.35995.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.35997.m1	Sulfotransferase 1C2A
aten_0.1.m1.36.m1	E3 ubiquitin- ligase RNF180
aten_0.1.m1.360.m1	adenosine receptor A3-like
aten_0.1.m1.3600.m1	biogenesis of lysosome-related organelles complex 1 subunit 4-like
aten_0.1.m1.36000.m1	PREDICTED: uncharacterized protein LOC107331149 isoform X2
aten_0.1.m1.36002.m1	D(2) dopamine receptor-like
aten_0.1.m1.36003.m1	tRNA-splicing ligase homolog
aten_0.1.m1.36004.m1	tRNA-splicing ligase homolog
aten_0.1.m1.36005.m1	PREDICTED: uncharacterized protein LOC107331151
aten_0.1.m1.36006.m1	PREDICTED: uncharacterized protein LOC107328953
aten_0.1.m1.36008.m1	---NA---
aten_0.1.m1.36009.m1	PREDICTED: uncharacterized protein LOC107328957
aten_0.1.m1.3601.m1	tonsoku isoform X2
aten_0.1.m1.36010.m1	PREDICTED: uncharacterized protein LOC107343481
aten_0.1.m1.36011.m1	VWFA and cache domain-containing 1-like
aten_0.1.m1.36013.m1	ATP-dependent RNA helicase ddx24
aten_0.1.m1.36014.m1	nuclease HARBI1
aten_0.1.m1.36015.m1	PREDICTED: uncharacterized protein LOC107328953
aten_0.1.m1.36016.m1	PREDICTED: uncharacterized protein LOC107331151
aten_0.1.m1.36018.m1	tetratricopeptide repeat 28-like isoform X1
aten_0.1.m1.36019.m1	E3 ubiquitin- ligase TRIM71-like
aten_0.1.m1.3602.m1	SNF-related serine threonine- kinase-like
aten_0.1.m1.36020.m1	tRNA-splicing ligase homolog
aten_0.1.m1.36021.m1	PREDICTED: uncharacterized protein LOC107330177
aten_0.1.m1.36022.m1	Tyrosine- phosphatase non-receptor type 12
aten_0.1.m1.36023.m1	---NA---
aten_0.1.m1.36026.m1	THAP domain-containing 2-like
aten_0.1.m1.3603.m1	ras-related Rab-38-like
aten_0.1.m1.36030.m1	PREDICTED: uncharacterized protein LOC107335110
aten_0.1.m1.36031.m1	threonine-rich GPI-anchored glyco
aten_0.1.m1.36032.m1	Chymotrypsinogen B2
aten_0.1.m1.36033.m1	contactin-associated -like 2
aten_0.1.m1.36034.m1	PREDICTED: uncharacterized protein LOC107345587
aten_0.1.m1.36036.m1	Cyclin-dependent kinase 2
aten_0.1.m1.36037.m1	Tetratricopeptide repeat 28
aten_0.1.m1.36038.m1	PREDICTED: uncharacterized protein LOC107345587
aten_0.1.m1.3604.m1	mitochondrial ATP5e short variant
aten_0.1.m1.36040.m1	cytochrome P450
aten_0.1.m1.36041.m1	tudor domain-containing 3 isoform X1
aten_0.1.m1.36042.m1	PREDICTED: uncharacterized protein LOC107345800
aten_0.1.m1.36043.m1	Cyclo(L-leucyl-L-leucyl) synthase
aten_0.1.m1.36044.m1	cilia- and flagella-associated 97-like
aten_0.1.m1.36045.m1	Coiled-coil domain-containing 158
aten_0.1.m1.36046.m1	Grainyhead 2-like
aten_0.1.m1.36047.m1	CWF19 2
aten_0.1.m1.36048.m1	transmembrane 184C-like
aten_0.1.m1.3605.m1	phosphatase 1 regulatory subunit 16A-like
aten_0.1.m1.36050.m1	transcription factor VBP-like
aten_0.1.m1.36052.m1	thyrotroph embryonic factor isoform X2
aten_0.1.m1.36053.m1	Electron transfer flavo -ubiquinone mitochondrial
aten_0.1.m1.36055.m1	fibrillin-1-like isoform X8
aten_0.1.m1.36056.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36057.m1	hypothetical protein AWC38_SpisGene20468
aten_0.1.m1.36058.m1	---NA---
aten_0.1.m1.36059.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.3606.m1	ubiquitin-conjugating enzyme E2Q 1
aten_0.1.m1.36060.m1	---NA---
aten_0.1.m1.36062.m1	Werner syndrome ATP-dependent helicase-like 1
aten_0.1.m1.36063.m1	Tyrosine kinase receptor Cad96Ca
aten_0.1.m1.36067.m1	fibrillin-1-like isoform X1
aten_0.1.m1.36068.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36069.m1	intelectin-1-like isoform X2
aten_0.1.m1.3607.m1	small nuclear ribonucleo -associated B -like
aten_0.1.m1.36070.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36071.m1	nuclease HARBI1
aten_0.1.m1.36074.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.36075.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.36078.m1	LRR and PYD domains-containing 1b allele 1-like isoform X1
aten_0.1.m1.36079.m1	---NA---
aten_0.1.m1.3608.m1	magnesium-dependent phosphatase 1-like
aten_0.1.m1.36080.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.36081.m1	Exonuclease
aten_0.1.m1.36082.m1	PREDICTED: uncharacterized protein LOC107354962
aten_0.1.m1.36083.m1	PREDICTED: uncharacterized protein LOC107358771
aten_0.1.m1.36086.m1	nuclease HARBI1
aten_0.1.m1.36087.m1	Calcium-responsive transcription factor
aten_0.1.m1.36088.m1	Transposon Tf2-6 poly
aten_0.1.m1.3609.m1	Proteasome assembly chaperone 4
aten_0.1.m1.36090.m1	PREDICTED: uncharacterized protein LOC107328277
aten_0.1.m1.36091.m1	neurocan core -like
aten_0.1.m1.36092.m1	Mitochondrial folate transporter carrier
aten_0.1.m1.36099.m1	Exonuclease 1
aten_0.1.m1.361.m1	PREDICTED: uncharacterized protein LOC107353288
aten_0.1.m1.3610.m1	---NA---
aten_0.1.m1.36102.m1	lachesin-like isoform X1
aten_0.1.m1.36103.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.36106.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.36107.m1	PREDICTED: uncharacterized protein LOC107344891
aten_0.1.m1.36108.m1	lysophosphatidic acid receptor 3-like
aten_0.1.m1.36109.m1	PREDICTED: uncharacterized protein LOC107327733
aten_0.1.m1.3611.m1	tripartite motif-containing 45-like
aten_0.1.m1.36110.m1	D-inositol 3-phosphate glycosyltransferase
aten_0.1.m1.36111.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.36112.m1	EF-hand calcium-binding domain-containing 6-like
aten_0.1.m1.36113.m1	APOBEC1 complementation factor-like isoform X1
aten_0.1.m1.36114.m1	piwi 2
aten_0.1.m1.36115.m1	fibronectin type 3 and ankyrin repeat domains 1-like isoform X2
aten_0.1.m1.36116.m1	PREDICTED: uncharacterized protein LOC107347647
aten_0.1.m1.36117.m1	condensin-2 complex subunit D3-like
aten_0.1.m1.36118.m1	U4 tri-snRNP-associated 2-like
aten_0.1.m1.36119.m1	UPF0561 C2orf68 homolog isoform X2
aten_0.1.m1.3612.m1	tripartite motif-containing 45-like
aten_0.1.m1.36120.m1	transmembrane 101-like
aten_0.1.m1.36121.m1	---NA---
aten_0.1.m1.36124.m1	neuronal cell adhesion molecule-like
aten_0.1.m1.36127.m1	roundabout homolog 1-like
aten_0.1.m1.3613.m1	CBFA2T3-like isoform X3
aten_0.1.m1.36130.m1	gamma-aminobutyric acid type B receptor subunit 1-like
aten_0.1.m1.36131.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.36133.m1	PREDICTED: uncharacterized protein LOC107344287
aten_0.1.m1.36134.m1	coiled-coil domain-containing 14-like isoform X1
aten_0.1.m1.36135.m1	beta-2 adrenergic receptor-like
aten_0.1.m1.36136.m1	cytosolic 5 -nucleotidase 3-like isoform X1
aten_0.1.m1.36137.m1	40S ribosomal S26
aten_0.1.m1.36138.m1	PREDICTED: uncharacterized protein LOC107338644
aten_0.1.m1.36139.m1	CD63 antigen-like
aten_0.1.m1.36140.m1	PREDICTED: uncharacterized protein LOC107357287
aten_0.1.m1.36141.m1	PREDICTED: uncharacterized protein LOC107353433
aten_0.1.m1.36143.m1	PREDICTED: uncharacterized protein LOC107335136 isoform X1
aten_0.1.m1.36144.m1	---NA---
aten_0.1.m1.36145.m1	PREDICTED: uncharacterized protein LOC107344194
aten_0.1.m1.36146.m1	THAP domain-containing 10
aten_0.1.m1.36147.m1	l(2)37Cc
aten_0.1.m1.36148.m1	beta-2 adrenergic receptor-like
aten_0.1.m1.3615.m1	sodium- and chloride-dependent taurine transporter-like
aten_0.1.m1.36150.m1	Sulfatase-modifying factor 1
aten_0.1.m1.36152.m1	PREDICTED: uncharacterized protein LOC107346676
aten_0.1.m1.36153.m1	dihydroxyacetone kinase 1-like isoform X2
aten_0.1.m1.36154.m1	fibroblast growth factor receptor 2-like
aten_0.1.m1.36155.m1	PREDICTED: uncharacterized protein F54H12.2-like
aten_0.1.m1.36156.m1	fibroblast growth factor receptor 2-like
aten_0.1.m1.36157.m1	mediator of RNA polymerase II transcription subunit 34-like
aten_0.1.m1.36158.m1	DNA polymerase
aten_0.1.m1.36159.m1	PREDICTED: uncharacterized protein F54H12.2-like
aten_0.1.m1.3616.m1	52 kDa repressor of the inhibitor of the kinase-like
aten_0.1.m1.36161.m1	uncharacterized protein LOC110058124
aten_0.1.m1.36162.m1	RNA-directed DNA polymerase from transposon BS
aten_0.1.m1.36163.m1	DNA polymerase
aten_0.1.m1.36165.m1	DNA polymerase
aten_0.1.m1.36166.m1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein F54H12.2-like
aten_0.1.m1.36168.m1	strawberry notch homolog 1-like
aten_0.1.m1.36169.m1	Carboxypeptidase N subunit 2
aten_0.1.m1.3617.m1	ras-related Rab-38-like
aten_0.1.m1.36170.m1	strawberry notch homolog 1-like
aten_0.1.m1.36171.m1	PREDICTED: uncharacterized protein LOC107342644, partial
aten_0.1.m1.36173.m1	strawberry notch homolog 1-like
aten_0.1.m1.36177.m1	hypothetical protein AC249_AIPGENE28300, partial
aten_0.1.m1.36178.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.36179.m1	dimethlysulfonioproprionate lyase 7-like
aten_0.1.m1.3618.m1	ras-related Rab-38-like
aten_0.1.m1.36180.m1	RNA-directed DNA polymerase from transposon BS
aten_0.1.m1.36181.m1	PREDICTED: uncharacterized protein LOC107328178
aten_0.1.m1.36182.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.36183.m1	TNF receptor-associated factor 4-like
aten_0.1.m1.36186.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.36187.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.36188.m1	Carboxypeptidase N subunit 2
aten_0.1.m1.36189.m1	and pleckstrin domain-containing 2-like
aten_0.1.m1.36190.m1	PREDICTED: uncharacterized protein LOC107357273
aten_0.1.m1.36192.m1	P2X purinoceptor 7-like
aten_0.1.m1.36196.m1	nuclease HARBI1
aten_0.1.m1.36199.m1	nucleotide-binding oligomerization domain-containing 2-like isoform X1
aten_0.1.m1.3620.m1	PREDICTED: uncharacterized protein LOC107329217
aten_0.1.m1.36200.m1	PREDICTED: uncharacterized protein LOC107352975 isoform X1
aten_0.1.m1.36203.m1	cation channel sperm-associated subunit delta-like
aten_0.1.m1.36204.m1	alpha-1,3-mannosyl-glyco 4-beta-N-acetylglucosaminyltransferase C-like
aten_0.1.m1.36205.m1	Carboxypeptidase N subunit 2
aten_0.1.m1.36208.m1	---NA---
aten_0.1.m1.36210.m1	P2X purinoceptor 7-like
aten_0.1.m1.36211.m1	SPRY domain-containing SOCS box 4
aten_0.1.m1.36212.m1	SPRY domain-containing SOCS box 4
aten_0.1.m1.36213.m1	---NA---
aten_0.1.m1.36214.m1	DBF4 homolog B-like
aten_0.1.m1.36215.m1	DBF4 homolog B-like
aten_0.1.m1.36216.m1	DBF4 homolog B-like
aten_0.1.m1.36217.m1	DBF4 homolog B-like
aten_0.1.m1.36218.m1	hypothetical protein AC249_AIPGENE7119
aten_0.1.m1.36219.m1	Carboxypeptidase N subunit 2
aten_0.1.m1.3622.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.36220.m1	PREDICTED: uncharacterized protein LOC107353207
aten_0.1.m1.36221.m1	and pleckstrin domain-containing 2-like
aten_0.1.m1.36222.m1	and pleckstrin domain-containing 2-like
aten_0.1.m1.36224.m1	PREDICTED: uncharacterized protein LOC107330177
aten_0.1.m1.36225.m1	Neurogenic locus notch 3
aten_0.1.m1.36226.m1	Contactin-associated -like 5
aten_0.1.m1.36227.m1	Neurogenic locus notch 3
aten_0.1.m1.36228.m1	Neurogenic locus notch 3
aten_0.1.m1.36229.m1	Neurogenic locus notch 3
aten_0.1.m1.3623.m1	nuclease HARBI1
aten_0.1.m1.36230.m1	Contactin-associated -like 5
aten_0.1.m1.36231.m1	PREDICTED: uncharacterized protein LOC107356692
aten_0.1.m1.36233.m1	---NA---
aten_0.1.m1.36234.m1	Ras GTPase-activating 1
aten_0.1.m1.36236.m1	vicilin-like seed storage At2g18540
aten_0.1.m1.36237.m1	vicilin-like seed storage At2g18540
aten_0.1.m1.36238.m1	vicilin-like seed storage At2g18540
aten_0.1.m1.36240.m1	UPF0746 DDB_G0281095-like
aten_0.1.m1.36241.m1	ATP-binding cassette sub-family B member mitochondrial
aten_0.1.m1.36243.m1	insulin-like growth factor 2 mRNA-binding 1 isoform X1
aten_0.1.m1.36244.m1	growth differentiation factor 8-like
aten_0.1.m1.36246.m1	PREDICTED: uncharacterized protein LOC107344209
aten_0.1.m1.36247.m1	Band 5
aten_0.1.m1.36248.m1	PREDICTED: uncharacterized protein LOC107336602 isoform X1
aten_0.1.m1.36249.m1	apolipo L3-like isoform X1
aten_0.1.m1.3625.m1	calcium and integrin-binding family member 2-like isoform X2
aten_0.1.m1.36250.m1	hypothetical protein AC249_AIPGENE21772
aten_0.1.m1.36253.m1	nucleotide-binding oligomerization domain-containing 2-like
aten_0.1.m1.36254.m1	nucleotide-binding oligomerization domain-containing 2-like
aten_0.1.m1.36257.m1	nucleoporin GLE1-like
aten_0.1.m1.36258.m1	---NA---
aten_0.1.m1.36259.m1	leucine-rich repeat-containing DDB_G0290503 isoform X1
aten_0.1.m1.3626.m1	WW domain-containing oxidoreductase
aten_0.1.m1.36261.m1	translation initiation factor IF-2-like
aten_0.1.m1.36263.m1	solute carrier family 12 member 2-like
aten_0.1.m1.36264.m1	solute carrier family 12 member 2-like
aten_0.1.m1.36265.m1	solute carrier family 12 member 2-like
aten_0.1.m1.36266.m1	zinc finger MYM-type 1-like
aten_0.1.m1.36268.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.36269.m1	ATP-dependent zinc metalloprotease FTSH mitochondrial-like
aten_0.1.m1.3627.m1	repressor of RNA polymerase III transcription MAF1 homolog isoform X1
aten_0.1.m1.36270.m1	ATP-dependent zinc metalloprotease YME1L1-like
aten_0.1.m1.36271.m1	THAP domain-containing 2
aten_0.1.m1.36272.m1	Transposable element P transposase
aten_0.1.m1.36273.m1	dimethlysulfonioproprionate lyase 7-like
aten_0.1.m1.36274.m1	Werner syndrome ATP-dependent helicase
aten_0.1.m1.36275.m1	dimethlysulfonioproprionate lyase 7-like
aten_0.1.m1.36276.m1	dimethlysulfonioproprionate lyase 7-like
aten_0.1.m1.36277.m1	Transient receptor potential-gamma
aten_0.1.m1.3628.m1	serine threonine- kinase PDIK1L-like
aten_0.1.m1.36280.m1	RNA-directed DNA polymerase from transposon X-element
aten_0.1.m1.36281.m1	dimethlysulfonioproprionate lyase 7-like
aten_0.1.m1.36283.m1	dimethlysulfonioproprionate lyase 7-like
aten_0.1.m1.36284.m1	---NA---
aten_0.1.m1.36285.m1	beta gamma crystallin isoform
aten_0.1.m1.36286.m1	beta gamma crystallin isoform
aten_0.1.m1.36287.m1	beta gamma crystallin isoform
aten_0.1.m1.36288.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.36289.m1	beta gamma crystallin isoform
aten_0.1.m1.3629.m1	serine threonine- kinase PDIK1L-like
aten_0.1.m1.36292.m1	PREDICTED: uncharacterized protein LOC107332449 isoform X2
aten_0.1.m1.36293.m1	RNA-directed DNA polymerase from transposon BS
aten_0.1.m1.36295.m1	scavenger receptor cysteine-rich type 1 M130-like
aten_0.1.m1.36296.m1	PREDICTED: P-selectin-like
aten_0.1.m1.363.m1	deoxyribose-phosphate aldolase-like
aten_0.1.m1.3630.m1	transient receptor potential cation channel subfamily M member 6-like
aten_0.1.m1.36300.m1	inositol 1,4,5-trisphosphate receptor type 3-like
aten_0.1.m1.36301.m1	inositol 1,4,5-trisphosphate receptor type 3-like
aten_0.1.m1.36302.m1	---NA---
aten_0.1.m1.36303.m1	hypothetical protein AC249_AIPGENE19420
aten_0.1.m1.36304.m1	probable serine threonine- kinase clkA
aten_0.1.m1.36305.m1	calmodulin-like isoform X1
aten_0.1.m1.3631.m1	serine threonine- kinase PDIK1L-like
aten_0.1.m1.36310.m1	PREDICTED: uncharacterized protein LOC107344194
aten_0.1.m1.36311.m1	telomerase-binding EST1A-like
aten_0.1.m1.36312.m1	---NA---
aten_0.1.m1.36314.m1	PREDICTED: uncharacterized protein LOC107343757 isoform X1
aten_0.1.m1.36315.m1	PREDICTED: uncharacterized protein LOC107332619 isoform X1
aten_0.1.m1.36316.m1	uncharacterized protein LOC110054296 isoform X2
aten_0.1.m1.36317.m1	PREDICTED: uncharacterized protein LOC107332619 isoform X1
aten_0.1.m1.36318.m1	flocculation FLO11 isoform X1
aten_0.1.m1.36319.m1	Tyrosine- phosphatase non-receptor type 12
aten_0.1.m1.36325.m1	pumilio homolog 3-like
aten_0.1.m1.36326.m1	PREDICTED: uncharacterized protein LOC107352298
aten_0.1.m1.36327.m1	PREDICTED: uncharacterized protein LOC107329917
aten_0.1.m1.36329.m1	GTP:AMP phosphotransferase mitochondrial-like
aten_0.1.m1.3633.m1	flavin-containing monooxygenase FMO GS-OX-like 4
aten_0.1.m1.36330.m1	dolichyl pyrophosphate Man9 c2 alpha-1,3-glucosyltransferase-like
aten_0.1.m1.36331.m1	hypothetical protein AC249_AIPGENE22150
aten_0.1.m1.36332.m1	carbohydrate sulfotransferase 3-like
aten_0.1.m1.36333.m1	Multidrug resistance-associated 1
aten_0.1.m1.36334.m1	---NA---
aten_0.1.m1.36335.m1	PREDICTED: uncharacterized protein LOC107354137 isoform X12
aten_0.1.m1.36336.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.36337.m1	PREDICTED: uncharacterized protein LOC107343050 isoform X2
aten_0.1.m1.36338.m1	PREDICTED: uncharacterized protein LOC107343050 isoform X4
aten_0.1.m1.36339.m1	uncharacterized protein LOC111331240
aten_0.1.m1.3634.m1	flavin-containing monooxygenase FMO GS-OX-like 4
aten_0.1.m1.36341.m1	PREDICTED: uncharacterized protein LOC107350131
aten_0.1.m1.36342.m1	PREDICTED: uncharacterized protein LOC107337989
aten_0.1.m1.36343.m1	nuclease HARBI1
aten_0.1.m1.36344.m1	LIGHT-DEPENDENT SHORT HYPOCOTYLS 6
aten_0.1.m1.36345.m1	nuclease HARBI1
aten_0.1.m1.36348.m1	OS-9 isoform X1
aten_0.1.m1.36349.m1	nascent polypeptide-associated complex subunit alpha-like
aten_0.1.m1.3635.m1	PREDICTED: uncharacterized protein LOC107351749, partial
aten_0.1.m1.36350.m1	solute carrier family 12 member 1-like
aten_0.1.m1.36351.m1	tubulin alpha-8 chain-like isoform X2
aten_0.1.m1.36352.m1	hypothetical protein AC249_AIPGENE21799
aten_0.1.m1.36353.m1	TNF receptor-associated factor 5-like isoform X2
aten_0.1.m1.36354.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.36355.m1	kinase C eta type
aten_0.1.m1.36356.m1	serine threonine- kinase 38-like
aten_0.1.m1.36357.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.36358.m1	tryptophan--tRNA mitochondrial-like isoform X1
aten_0.1.m1.36359.m1	Collagen alpha-1(XII) chain
aten_0.1.m1.3636.m1	cell wall IFF6-like
aten_0.1.m1.36360.m1	Matrilin-4
aten_0.1.m1.36361.m1	uncharacterized protein LOC110045209
aten_0.1.m1.36363.m1	mitogen-activated kinase kinase kinase 7-like
aten_0.1.m1.36364.m1	charged multivesicular body 1b-like
aten_0.1.m1.36365.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R2
aten_0.1.m1.36366.m1	PREDICTED: uncharacterized protein LOC107350946
aten_0.1.m1.36367.m1	PREDICTED: uncharacterized protein LOC107358701 isoform X1
aten_0.1.m1.36368.m1	PREDICTED: uncharacterized protein LOC107351346
aten_0.1.m1.36369.m1	Serine threonine- kinase Chk2
aten_0.1.m1.3637.m1	flavin-containing monooxygenase FMO GS-OX-like 4
aten_0.1.m1.36371.m1	zinc-regulated 8-like
aten_0.1.m1.36372.m1	---NA---
aten_0.1.m1.36373.m1	hypothetical protein AC249_AIPGENE2990
aten_0.1.m1.36374.m1	---NA---
aten_0.1.m1.36376.m1	limbic system-associated membrane -like isoform X2
aten_0.1.m1.36377.m1	tyrosine- kinase receptor Tie-1-like
aten_0.1.m1.36378.m1	fibroblast growth factor receptor homolog 1-like
aten_0.1.m1.36379.m1	fibroblast growth factor receptor 2-like
aten_0.1.m1.3638.m1	HAUS augmin-like complex subunit 4
aten_0.1.m1.36381.m1	PREDICTED: uncharacterized protein LOC107333148 isoform X1
aten_0.1.m1.36383.m1	RNA-directed DNA polymerase from transposon X-element
aten_0.1.m1.36384.m1	DNA repair complementing XP-G cells homolog
aten_0.1.m1.36385.m1	nucleotide-binding oligomerization domain-containing 2-like
aten_0.1.m1.36386.m1	T family of potassium channels 7-like
aten_0.1.m1.36387.m1	PREDICTED: uncharacterized protein LOC107328469
aten_0.1.m1.36388.m1	prolyl endopeptidase FAP-like
aten_0.1.m1.36389.m1	DNA primase small subunit-like
aten_0.1.m1.3639.m1	PREDICTED: uncharacterized protein LOC107357161 isoform X1
aten_0.1.m1.36390.m1	PREDICTED: uncharacterized protein LOC107340057
aten_0.1.m1.36391.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36392.m1	RNA polymerase-associated LEO1-like
aten_0.1.m1.36394.m1	lysophospholipase 1
aten_0.1.m1.36396.m1	cholesterol 24-hydroxylase-like
aten_0.1.m1.36397.m1	39S ribosomal mitochondrial-like
aten_0.1.m1.36398.m1	sulfotransferase family cytosolic 1B member 1-like
aten_0.1.m1.36399.m1	sulfotransferase family cytosolic 1B member 1-like
aten_0.1.m1.364.m1	cystinosin homolog
aten_0.1.m1.3640.m1	TBC1 domain family member 20
aten_0.1.m1.36400.m1	UPF0577 KIAA1324-like
aten_0.1.m1.36401.m1	sulfotransferase family cytosolic 1B member 1-like
aten_0.1.m1.36403.m1	Mitochondrial inner membrane protease subunit 1
aten_0.1.m1.36404.m1	Leucine-rich repeat SHOC-2
aten_0.1.m1.36405.m1	Leucine-rich repeat SHOC-2
aten_0.1.m1.36408.m1	tyrosine- kinase Src42A-like
aten_0.1.m1.36409.m1	Leucine-rich repeat and calponin-likey domain-containing 1
aten_0.1.m1.3641.m1	coagulation factor V-like
aten_0.1.m1.36411.m1	RING finger and CHY zinc finger domain-containing 1-like
aten_0.1.m1.36413.m1	PREDICTED: uncharacterized protein LOC107346746
aten_0.1.m1.36414.m1	galanin receptor type 1-like
aten_0.1.m1.36415.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.36416.m1	THAP domain-containing 10
aten_0.1.m1.36417.m1	P2X purinoceptor 7-like
aten_0.1.m1.36418.m1	G2 mitotic-specific cyclin-B-like
aten_0.1.m1.36419.m1	uncharacterized protein LOC110246024
aten_0.1.m1.3642.m1	PREDICTED: uncharacterized protein LOC107357129
aten_0.1.m1.36420.m1	G2 mitotic-specific cyclin-B-like
aten_0.1.m1.36422.m1	---NA---
aten_0.1.m1.36423.m1	RNA-directed DNA polymerase from transposon BS
aten_0.1.m1.36424.m1	vicilin-like seed storage At2g18540
aten_0.1.m1.36425.m1	vicilin-like seed storage At2g18540
aten_0.1.m1.36426.m1	---NA---
aten_0.1.m1.36427.m1	---NA---
aten_0.1.m1.3643.m1	MARVEL domain-containing 1
aten_0.1.m1.36432.m1	coadhesin-like isoform X3
aten_0.1.m1.36433.m1	angiopoietin-1 receptor-like isoform X3
aten_0.1.m1.36434.m1	angiopoietin-1 receptor-like isoform X3
aten_0.1.m1.36437.m1	PREDICTED: protein sidekick-2-like
aten_0.1.m1.36438.m1	chromobox homolog 8-like
aten_0.1.m1.36439.m1	THO complex subunit 6 homolog
aten_0.1.m1.3644.m1	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
aten_0.1.m1.36440.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.36441.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.36443.m1	Centromere-associated E
aten_0.1.m1.36444.m1	predicted protein
aten_0.1.m1.36445.m1	PREDICTED: uncharacterized protein LOC107350579
aten_0.1.m1.36446.m1	Chromatin modification-related YNG2
aten_0.1.m1.36447.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36448.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.3645.m1	pre-mRNA-splicing factor CWC25 homolog
aten_0.1.m1.36450.m1	probable palmitoyltransferase ZDHHC4
aten_0.1.m1.36451.m1	polycystic kidney disease 1-like 2
aten_0.1.m1.36452.m1	alpha-2-macroglobulin-like isoform X1
aten_0.1.m1.36453.m1	uro-adherence factor A-like
aten_0.1.m1.36454.m1	PREDICTED: uncharacterized protein LOC107339913
aten_0.1.m1.36455.m1	---NA---
aten_0.1.m1.36456.m1	Histone deacetylase 6
aten_0.1.m1.36457.m1	histone deacetylase 6-like isoform X2
aten_0.1.m1.3646.m1	NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial-like
aten_0.1.m1.36461.m1	collagen alpha-1(XII) chain-like
aten_0.1.m1.36462.m1	uncharacterized protein LOC110253905, partial
aten_0.1.m1.36466.m1	hypothetical protein AWC38_SpisGene18775
aten_0.1.m1.36467.m1	PREDICTED: uncharacterized protein LOC107328277
aten_0.1.m1.36468.m1	---NA---
aten_0.1.m1.36469.m1	Histidine ammonia-lyase
aten_0.1.m1.3647.m1	calmodulin-beta-like
aten_0.1.m1.36470.m1	uncharacterized protein LOC110065986
aten_0.1.m1.36471.m1	PREDICTED: uncharacterized protein LOC107356805
aten_0.1.m1.36472.m1	RNA-directed DNA polymerase from transposon BS
aten_0.1.m1.36473.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36475.m1	Tyrosine- kinase receptor torso
aten_0.1.m1.36477.m1	microneme MIC7
aten_0.1.m1.36478.m1	PREDICTED: uncharacterized protein LOC107354539
aten_0.1.m1.36479.m1	EGF-like module-containing mucin-like hormone receptor-like 1
aten_0.1.m1.3648.m1	trafficking particle complex subunit 8-like
aten_0.1.m1.36480.m1	PREDICTED: uncharacterized protein LOC107352104
aten_0.1.m1.36481.m1	TNF receptor-associated factor 5-like isoform X2
aten_0.1.m1.36482.m1	uro-adherence factor A-like
aten_0.1.m1.36483.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.36484.m1	uro-adherence factor A-like
aten_0.1.m1.36485.m1	hypothetical protein AC249_AIPGENE27735
aten_0.1.m1.36486.m1	G- -signaling modulator 2-like
aten_0.1.m1.36487.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.36489.m1	---NA---
aten_0.1.m1.3649.m1	proline-rich transmembrane 4-like
